GeoID,County,Year,Accommodation and food services,"Arts, entertainment, and recreation",Educational services,Administrative and support and waste management and remediation services,"Agriculture, forestry, fishing and hunting",Construction,Durable goods manufacturing,Finance and insurance,Government and government enterprises,Health care and social assistance,Information,Natural resources and mining,Nondurable goods manufacturing,Other services (except government and government enterprises),Private industries,Professional and business services,Real estate and rental and leasing,Retail trade,Transportation and warehousing,Utilities,Wholesale trade,TOT_POP,TOT_MALE,TOT_FEMALE,Unemployment_Rate,Per_Capita_Personal_Income,Real_GDP,Percent_Change_Real_GDP,Bachelor_Degree_or_Higher_Pct,accom_employment_growth_rate,accom_wage_growth_rate,admin_employment_growth_rate,admin_wage_growth_rate,arts_employment_growth_rate,arts_wage_growth_rate,const_employment_growth_rate,const_wage_growth_rate,edu_employment_growth_rate,edu_wage_growth_rate,finance_employment_growth_rate,finance_wage_growth_rate,govt_employment_growth_rate,govt_wage_growth_rate,health_employment_growth_rate,health_wage_growth_rate,info_employment_growth_rate,info_wage_growth_rate,other_svc_employment_growth_rate,other_svc_wage_growth_rate,professional_employment_growth_rate,professional_wage_growth_rate,realestate_employment_growth_rate,realestate_wage_growth_rate,retail_employment_growth_rate,retail_wage_growth_rate,transport_employment_growth_rate,transport_wage_growth_rate,utilities_employment_growth_rate,utilities_wage_growth_rate,wholesale_employment_growth_rate,wholesale_wage_growth_rate
13073,"Columbia, GA",2003,0.26,0.12,0.05,0.69,-0.06,0.32,0.12,1.32,0.89,0.31,0.14,-0.1,0.88,0.2,8.19,1.61,1.61,0.88,0.16,0.06,0.25,98761,,,3.5,32716,2464701,9.1,,0.073749355337803,0.1217937360348258,0.3441295546558705,0.2522388803000186,0.5065502183406114,0.2373656629981912,0.0165837479270314,0.0155438180235909,0.0448877805486285,0.0677499894661046,0.0335570469798658,0.0510361676460784,0.0120481927710842,0.0361899721867804,0.0517693315858454,0.0931923692100304,-0.0200803212851405,-0.0156933123909845,0.1726618705035971,0.1339591008568885,0.0859903381642512,0.0710133719780601,0.1400778210116731,0.1212058766271648,-0.0135989879822896,0.0478086872902858,0.1379310344827586,0.15822351256112,-0.0999999999999999,-0.0068799207541954,0.0858895705521471,0.2338139793078661
13073,"Columbia, GA",2004,0.18,0.03,0.02,1.12,-0.09,1.05,0.35,-0.58,0.43,0.73,0.0,-0.24,0.64,0.28,4.64,1.76,1.13,-0.34,0.2,0.21,-0.79,102934,,,3.8,33881,2589794,5.1,,0.0389048991354465,0.0488480694624731,0.5627510040160641,0.5878662887852255,-0.1159420289855072,0.0021582222309393,0.0277324632952691,0.1005888573481805,0.0238663484486874,0.0316296963585343,0.0857142857142856,0.0917074220199607,-0.0952380952380952,-0.12886834319197,0.1127725856697818,0.2256890257321095,-0.139344262295082,-0.1243387552864773,0.0601226993865031,0.1097255858451189,0.0859903381642512,0.0710133719780601,0.0682593856655289,0.0760867091349941,0.012504007694774,0.0440897743393815,0.0606060606060605,0.2019652739795872,0.0370370370370369,0.5997060518028599,-0.1713747645951036,-0.1861356325723099
13073,"Columbia, GA",2005,0.69,0.07,-0.05,0.47,-0.04,0.55,1.86,0.65,0.69,1.19,0.35,0.0,0.41,0.21,8.67,1.17,0.74,1.32,-0.12,0.05,-0.41,106477,,,4.6,35039,2832140,9.4,,0.0457697642163661,0.0752430713400091,0.0022486347574686,0.0865301991834586,0.1770491803278688,0.2355236772080009,0.1142857142857143,0.1371216908899775,0.034965034965035,0.0337661508639499,-0.0095693779904306,0.6855398180458743,0.0921052631578946,0.1322291007258835,0.2978723404255319,0.4158596493285873,-0.019047619047619,-0.0474798243156312,0.1099537037037037,0.1151230922443315,0.0859903381642512,0.0710133719780601,0.1501597444089457,0.1458707122045073,0.083597213426219,0.1199970725416681,-0.0657142857142857,-0.0364242215771142,0.7261904761904763,0.050243443822894,-0.0431818181818182,0.0010358360707853
13073,"Columbia, GA",2006,0.16,-0.01,0.11,-0.32,-0.04,0.33,0.2,0.32,1.47,0.54,0.09,0.0,-0.1,0.01,0.04,-0.75,-1.1,0.46,-0.05,-0.09,-0.1,110845,,,4.1,36868,2874855,1.5,,0.1923076923076923,0.1948369256610853,-0.082051282051282,-0.1046435081615397,-0.0947075208913649,-0.047268162337103,0.0509259259259258,0.1962927451241733,0.1396396396396395,0.232845424216963,-0.0169082125603864,-0.0598480835223307,-0.4096385542168674,-0.3860745023477403,0.0582398619499568,0.0986206770246047,0.0145631067961164,0.1081793091568024,-0.0250260688216892,0.0106014859015268,0.0859903381642512,0.0710133719780601,-0.1444444444444445,-0.0017453706756366,0.0593220338983051,0.0722880460794441,-0.1498470948012232,-0.0138952198650758,-0.0689655172413793,-0.0989088750244883,0.0,-0.0157759934271733
13073,"Columbia, GA",2007,-0.44,0.17,0.01,0.32,-0.09,-0.87,0.37,-0.08,-0.05,-0.05,-0.02,0.21,-0.66,-0.02,0.37,0.76,1.25,0.23,-0.1,-0.1,-0.29,115074,,,3.8,37977,2883802,0.3,,0.1201334816462735,0.1605452346239084,0.0174581005586591,0.06268425331636,0.5076923076923077,0.503370580555379,0.0538800406641817,0.0254883115459314,-0.0158102766798419,0.0634894720451595,0.0368550368550368,0.0420003122243042,-0.2040816326530612,-0.1187236657626394,-0.0664492458214431,0.0436177007972544,0.1531100478468898,-0.0761686032209233,0.0748663101604278,0.119366118516327,0.0859903381642512,0.0710133719780601,-0.1525974025974026,-0.1083602031402758,0.2151724137931034,0.2047441454150149,0.0107913669064747,-0.0548607324666859,-0.1629629629629629,-0.1369020326009759,0.0213776722090262,0.0737596064518708
13073,"Columbia, GA",2008,0.11,0.01,0.0,-0.24,0.06,-1.2,0.27,0.58,0.07,0.47,0.12,-0.27,0.4,-0.05,3.05,1.19,0.98,0.62,-0.03,-0.1,-0.05,117504,,,4.9,39877,2973746,3.1,,0.0724925521350545,0.1651452992573636,-0.1187371310912834,-0.0674892289501694,0.063265306122449,0.1046965239907991,-0.1244372990353698,-0.1084801801357764,0.0040160642570281,0.0140889187449408,0.0781990521327014,0.2127950167385341,-0.18946646914453752,-0.11049621009042777,0.0449781659388646,0.0691219599612573,0.0829875518672198,0.1449239104083388,0.0238805970149253,0.0924478018033809,0.0859903381642512,0.0710133719780601,0.2758620689655173,0.2241676809211814,0.0329171396140748,0.0496124672795397,0.0498220640569395,0.0682736192018447,-0.3539823008849557,-0.2260629652119462,0.155813953488372,0.1805612575119177
13073,"Columbia, GA",2009,-0.06,-0.04,-0.05,-0.2,0.08,-0.31,-1.6,2.19,0.38,0.17,-0.07,0.05,-1.18,-0.13,-1.93,-1.18,0.77,-0.09,-0.21,-0.06,-0.38,121050,,,6.9,39823,2927410,-1.6,,0.0061728395061728,0.0512405492937957,-0.2527258566978193,-0.0589670931436703,-0.109404990403071,-0.1336807404421645,-0.1806830701432243,-0.2137008825152716,-0.0859999999999999,-0.1177202576220243,0.0197802197802197,0.0270060106218179,-0.17485130563601387,-0.10226875441821615,0.0112829084830756,0.0638881143585281,0.0114942528735633,0.0492065949016287,-0.075801749271137,-0.0376718323213337,0.0859903381642512,0.0710133719780601,-0.066066066066066,-0.0346494606041306,-0.018021978021978,-0.0241972477161778,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,-0.0462776659959758,-0.049688954760511
13073,"Columbia, GA",2010,0.31,0.1,-0.05,0.38,,0.09,0.36,-1.31,0.18,0.12,0.29,,0.12,0.19,4.69,0.85,1.9,1.33,,-0.02,0.43,124951,60807.0,64144.0,7.2,40621,3070010,4.9,33.8,0.0730061349693251,0.1311426375537829,0.0573215216258466,0.0798640019273202,0.0,0.0500801341660448,-0.0730614074406096,-0.0615514787543286,-0.0437636761487965,-0.0151495927731358,-0.1691810344827586,-0.1968251067809717,-0.16023614212749018,-0.0940412987460045,0.0185950413223141,0.0050402004863463,0.071969696969697,0.1809938538109261,-0.0420609884332281,-0.0110707247955185,0.0859903381642512,0.0710133719780601,-0.0128617363344051,0.0966054896829506,0.2264995523724262,0.2259340704061099,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,0.1033755274261603,0.1990972588936785
13073,"Columbia, GA",2011,0.28,-0.08,-0.01,0.27,,-1.04,0.69,0.61,0.08,0.33,0.09,,-0.17,0.09,4.66,-1.36,4.39,0.73,,0.02,0.07,128832,62621.0,66211.0,7.2,42649,3215726,4.7,34.3,0.0445969125214407,0.0744058370865259,-0.0024642681123706,0.1066890140254432,-0.0603448275862068,-0.0653371957028983,-0.064796905222437,-0.056315263796961,0.0320366132723111,0.0655286086360298,-0.0077821011673151,0.054774297891931,-0.14562097861896653,-0.08581384307379288,0.0166328600405678,0.0554883715832756,0.0459363957597174,0.0423723896101391,0.0230515916575191,0.1055787807493675,0.0859903381642512,0.0710133719780601,0.006514657980456,0.0590321769994119,0.0541970802919709,0.0689199553344415,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,0.0439770554493308,0.0794758880464656
13073,"Columbia, GA",2012,0.09,0.06,0.04,0.18,0.03,0.19,0.62,1.28,0.06,0.44,0.29,0.02,0.92,0.1,6.86,0.67,2.03,-0.03,0.01,-0.01,0.15,132601,64554.0,68047.0,6.9,43231,3438080,6.9,34.7,-0.0194307608100711,0.0020908999810007,0.1694664031620554,0.053349715243258,0.084862385321101,0.1159116825805373,-0.014477766287487,0.0041910691458555,0.1175166297117515,0.0714402503814326,0.065359477124183,0.092715183467616,-0.13100581511044285,-0.07758638740158125,0.053072625698324,0.128715694166227,0.1148648648648649,0.022423081029806,-0.0203862660944206,0.0101056664731224,0.0088967971530249,0.1136984931511466,-0.0161812297734628,0.0109797584639399,-0.0207720270036351,0.0115806980276405,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,0.0054945054945054,0.0515060544096561
13073,"Columbia, GA",2013,0.04,-0.02,-0.01,-0.28,-0.11,0.91,0.94,-0.19,0.05,0.48,0.42,-0.11,-0.71,0.07,3.1,-0.21,1.82,-0.35,0.06,0.02,-0.05,136232,66452.0,69780.0,6.4,43184,3546456,3.2,34.1,0.0664247837008094,0.0880987462305238,-0.0861850443599493,-0.1203131753174757,0.2283298097251584,0.1312619418513692,0.0125918153200419,0.0359892167551563,-0.0178571428571429,0.0477483996530865,0.2208588957055215,0.2023618521730619,-0.11639065160191918,-0.0693589317293696,0.1178476695718075,0.0845621322073191,0.0212121212121212,0.1273389984206552,0.0766703176341729,0.1026292699186686,0.0317460317460318,0.0038981646092255,-0.0526315789473684,0.0614195464035984,-0.1324023333922573,-0.096102168088589,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,-0.0218579234972677,0.0175015707150074
13073,"Columbia, GA",2014,0.0,0.02,0.0,0.15,,0.88,-0.13,-0.18,0.32,0.02,0.27,,-0.26,0.22,1.71,0.5,0.13,0.34,,0.02,-0.15,139223,67917.0,71306.0,5.8,44985,3618639,2.0,34.2,0.0164878304108873,0.0087214897955787,0.0490060101710587,0.0914009385968068,-0.0223752151462994,0.0242673441768539,0.0590673575129534,0.1098143344328259,-0.0080808080808081,0.0159654304054879,0.0080402010050251,0.0386112703361283,-0.10177548809339551,-0.06113147605715798,0.0047457627118643,0.0336990267281389,0.0741839762611276,0.0952157239317481,0.0935910478128179,0.0734408970904114,0.1384615384615384,0.0779984343910618,0.1076388888888888,0.119101815757846,0.0191524042379787,0.0385465482318372,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,-0.0726256983240223,-0.0622699609056986
13073,"Columbia, GA",2015,0.19,-0.07,-0.06,0.01,,1.15,0.75,-0.29,0.46,0.31,0.14,,-0.25,0.09,1.93,0.3,-1.17,0.71,,-0.01,0.16,143991,70291.0,73700.0,5.1,46590,3705202,2.4,35.3,-0.0205973223480947,0.0123159852704071,0.0524460114587923,0.0901957922333751,-0.125,-0.0666566804424959,0.0499021526418785,0.1373601250278033,0.0285132382892057,0.0266480925353664,0.0319042871385841,-0.0097032586326638,-0.08716032458487184,-0.05290402038494635,0.0502699055330633,0.0762830144235438,-0.0027624309392265,-0.0100558152653585,0.04,0.0760495539834196,0.0765765765765766,0.116230635359904,0.0783699059561129,0.12064769177347,0.0381847261095562,0.0668689898452856,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,0.0863453815261043,0.1750151482337174
13073,"Columbia, GA",2016,-0.09,-0.04,-0.01,-0.09,,0.72,0.82,-1.03,0.37,0.52,-0.2,,-0.22,0.1,3.88,0.47,1.93,1.02,,0.04,-0.15,147622,72121.0,75501.0,5.0,47805,3862682,4.3,35.1,0.0018401682439537,0.0317101013915344,0.0121440536013399,0.0208178180020941,-0.0985915492957746,-0.0782884714167175,0.0121155638397016,0.075844793110589,0.0,-0.0177176265833237,-0.0183574879227053,-0.1409880593749278,-0.07254516107634817,-0.04467656471273472,0.1060070671378092,0.1091459503503438,-0.1689750692520776,-0.1045287727415725,0.0375670840787119,0.0880356443496916,0.0383542538354253,0.1791013879866902,0.0523255813953489,0.0680323317050353,0.0583477758521087,0.0824727482804463,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,0.0388170055452865,-0.0441354380256798
13073,"Columbia, GA",2017,0.03,-0.04,0.0,-0.12,-0.02,0.19,1.82,-0.37,0.57,0.28,-0.39,0.0,0.03,0.0,2.8,0.2,0.52,0.31,0.16,-0.03,0.07,151757,74161.0,77596.0,4.4,48882,3992820,3.4,34.4,0.0802938861191289,0.085921611265058,-0.0144807612743069,-0.0080624969570478,-0.1049107142857143,0.010262274744915,0.0207182320441989,0.055815126521326,0.0930693069306931,0.1336919011948063,-0.3927165354330708,-0.4172087544110487,-0.05792999756782449,-0.03644910904052309,0.1304095265756608,0.0851121763214772,-0.1966666666666666,-0.1539599403907078,-0.0155172413793103,0.0238350207991253,0.0402955003357958,0.0598489226068044,0.0856353591160221,0.1057469314286605,0.0356622998544395,0.0577324133044452,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,0.1637010676156582,0.1878909612518979
13073,"Columbia, GA",2018,-0.09,-0.01,0.06,0.1,0.0,0.17,-0.02,-0.65,0.33,0.23,0.11,0.13,0.02,0.28,4.62,0.77,3.39,0.47,0.12,-0.04,-0.31,154399,75444.0,78955.0,3.7,50485,4190357,4.9,35.1,0.13609059134715248,0.18426870732518058,-0.0024125049024767992,0.07129541773529985,-0.04497406038475245,0.054940925600688605,0.07801811466891945,0.12154497693383565,0.12443320418998424,0.16695423831530004,-0.1688055934863896,-0.16758770754939775,-0.04331483405930084,-0.02822165336831145,0.1176199739764224,0.1261340728363864,0.05726832641770402,0.14130330144213896,0.06141826197234134,0.12645565417986673,0.07566744029055764,0.14940532205251372,0.1649550841381637,0.1838227935998476,0.06807710916825975,0.10713627642889666,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,0.00922056438886884,0.019227414334045873
13073,"Columbia, GA",2019,0.26,0.0,0.03,0.16,,-1.04,0.07,0.66,0.3,0.54,0.38,,-0.14,0.08,0.0,0.37,-2.09,0.29,,0.0,0.59,157129,76689.0,80440.0,3.4,52531,4202826,0.3,36.4,0.1918872965751761,0.2826158033853032,0.0096557514693533,0.1506533324276475,0.0149625935162094,0.0996195764564622,0.13531799729364,0.1872748273463453,0.1557971014492754,0.2002165754357938,0.0551053484602916,0.0820333393122532,-0.028699670550777157,-0.019994197696099822,0.104830421377184,0.1671559693512956,0.3112033195020747,0.4365665432749857,0.138353765323993,0.2290762875606082,0.1110393802453195,0.2389617214982231,0.2442748091603053,0.2618986557710347,0.10049191848208,0.1565401395533481,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,-0.1452599388379205,-0.1494361325838061
13073,"Columbia, GA",2020,-0.42,-0.1,-0.04,0.15,,0.27,-1.24,0.05,0.02,-0.24,0.1,,0.16,-0.26,-0.22,,0.83,0.16,0.0,0.06,0.53,156869,76767.0,80102.0,4.5,55657,4194324,-0.2,36.5,-0.0843692683920929,-0.0277114738195413,0.0748440748440748,0.1114414399804468,-0.2137592137592138,-0.2079027155066247,0.015891934843067,0.1143688130781344,-0.0094043887147335,0.0520457975615069,-0.0798771121351766,0.1191237422560682,-0.0140845070422535,-0.0117667420238882,-0.0120930232558139,0.0633945118796723,0.0822784810126582,0.0808726878989432,-0.0723076923076923,0.0001205210917665,0.023578056707219464,0.12410778295804599,0.2658486707566463,0.2622605744965873,0.0129310344827586,0.0845354897871157,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,-0.0429338103756707,-0.0997632106322744
13073,"Columbia, GA",2021,0.7700000000000001,0.06,0.08,0.49,0.0,1.48,-0.19,0.18,0.47,0.46,-0.02,,0.15,0.15,3.95,,-1.73,0.7,,,0.59,159680,78139.0,81541.0,2.9,58551,4379957,4.4,37.5,0.0645448475406187,0.1879572559479558,0.0862669245647969,0.1388736646012676,0.003125,0.0638608262916418,0.0508408290965975,0.086090713244527,0.0759493670886075,0.1406643605842472,0.0784641068447411,0.1497861952185177,0.014266242616992301,0.036537851874462395,0.0221280602636535,0.0658421780113724,-0.1228070175438597,-0.138806632749897,0.1069651741293531,0.1529128534828019,-0.06388326683088057,0.00925384441786889,0.0258481421647818,0.1071760257873903,0.0532702915681639,0.1834865099014473,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,-0.0205607476635514,-0.0072900605789165
13073,"Columbia, GA",2022,0.37,0.07,-0.01,0.27,-0.01,-0.95,0.41,-0.65,0.22,0.46,0.19,,0.03,0.11,3.63,-0.01,,-0.46,-0.16,-0.02,-0.2,162681,79515.0,83166.0,3.1,59114,4548640,3.9,37.4,0.0669036169767927,0.1718259506510739,0.0487891737891736,0.1136533265046551,0.1339563862928348,0.2093425840285301,0.052847041310011,0.125866859191176,0.0382352941176471,0.0263690905026092,0.0371517027863776,0.0041098909110381,0.0426169922762381,0.084842445772813,0.0057577153385537,0.0584346651216114,-0.17,-0.1090265533534088,-0.0104868913857677,0.06041664060877,-0.1513445903689806,-0.1056000941223082,0.1338582677165354,0.2613475066210544,-0.0089780038904683,0.0580877185809127,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,-0.0209923664122136,0.104955842461619
13073,"Columbia, GA",2023,-0.11,0.03,0.02,0.29,0.03,0.05,0.04,-0.05,0.2,0.4,0.05,0.0,-0.06,-0.14,2.71,0.63,0.73,1.15,,,-0.09,165470,80763.0,84707.0,3.2,61147,4681187,2.9,37.8,0.0262590632961003,0.0613392666073566,-0.000339558573854,0.139476024855653,-0.0384615384615384,0.2171352070272874,0.056910569105691,0.1481393707453717,0.0764872521246458,0.092101111737249,-0.0373134328358208,0.0148631625750033,0.0709677419354839,0.1331470396711636,0.0153423402793679,0.0553382009424963,-0.0040160642570281,-0.0277984864930609,0.0787282361847085,0.1334204638792921,0.0353721444362564,0.094547336964367,-0.0708333333333333,-0.0740357198221027,0.0027178016004831,-0.0166781609385109,-0.2101694915254237,-0.3155156467244437,-0.1917808219178082,-0.1346255820504747,0.0389863547758284,0.1246251223434355
13075,"Cook, GA",2002,-0.7000000000000002,0.05,0.0,-0.02,-0.77,-1.05,-0.51,0.14,0.24,0.8,0.13,-0.77,0.48,0.02,-0.77,0.24,0.87,0.42,-0.39,0.05,-0.4,15985,,,4.7,20141,419115,-0.5,,-0.0115163147792706,0.0644554709903151,-0.2916666666666666,-0.4109462943440517,0.2580645161290322,-0.0677706140129955,-0.0331950207468879,0.135082405293458,,,0.1643835616438356,0.0397757914702239,0.5263157894736843,0.8150226073415077,-0.0888429752066115,-0.0637031665116401,0.2333333333333334,0.1811892956962189,0.0566037735849056,0.0021758548428141,0.2045454545454545,0.6396011294184925,0.150943396226415,0.4222488087399678,-0.1001964636542239,-0.0389440209120507,,,,,-0.1111111111111111,-0.0893938074836633
13075,"Cook, GA",2003,-0.15,-0.13,0.0,-0.26,4.29,1.01,-2.64,-0.88,0.24,-0.33,,4.79,0.13,0.01,4.37,,-0.06,0.3,,0.03,-0.17,16060,,,5.3,21160,438421,4.6,,-0.0115163147792706,0.0644554709903151,-0.2916666666666666,-0.4109462943440517,0.2580645161290322,-0.0677706140129955,-0.0331950207468879,0.135082405293458,,,0.1643835616438356,0.0397757914702239,0.5263157894736843,0.8150226073415077,-0.0888429752066115,-0.0637031665116401,0.2333333333333334,0.1811892956962189,0.0566037735849056,0.0021758548428141,0.2045454545454545,0.6396011294184925,0.150943396226415,0.4222488087399678,-0.1001964636542239,-0.0389440209120507,,,,,-0.1111111111111111,-0.0893938074836633
13075,"Cook, GA",2004,0.12,-0.05,,,-0.3,2.47,0.73,-1.5,-0.83,,,-0.15,-0.4,0.17,0.25,,-0.98,0.47,0.42,0.01,-0.2,16268,,,5.3,21858,435896,-0.6,,-0.0115163147792706,0.0644554709903151,-0.13907967032967028,-0.23489632151516238,0.2580645161290322,-0.0677706140129955,0.055793991416309,0.1476010401368179,,,-0.3058823529411765,-0.4343640881909139,0.5263157894736843,0.8150226073415077,-0.0888429752066115,-0.0637031665116401,0.2333333333333334,0.1811892956962189,-0.1607142857142857,-0.2017174769210843,0.2045454545454545,0.6396011294184925,-0.1311475409836066,-0.1099852357183968,-0.0611353711790393,-0.0230411877675912,,,,,-0.4573170731707316,-0.4678899133863137
13075,"Cook, GA",2005,,,-0.04,0.27,1.5,0.54,0.76,0.42,1.51,-0.5,0.06,1.39,0.41,0.11,4.3,0.37,-0.06,0.37,-0.1,0.0,0.64,16567,,,5.9,22896,461186,5.8,,-0.0115163147792706,0.0644554709903151,0.013507326007326015,-0.05884634868627303,0.2580645161290322,-0.0677706140129955,0.0203252032520324,0.0161718311693292,,,-0.0169491525423728,-0.0403114622385708,0.5263157894736843,0.8150226073415077,-0.0888429752066115,-0.0637031665116401,0.2333333333333334,0.1811892956962189,-0.0425531914893616,0.1498169397448898,0.2045454545454545,0.6396011294184925,-0.3584905660377359,-0.2268621853101479,0.0813953488372092,0.044276561235691,,,,,-0.3370786516853933,-0.1379045051644815
13075,"Cook, GA",2006,-0.02,-0.03,0.0,,1.97,-3.25,0.06,-0.1,-0.11,-0.02,0.0,2.03,0.08,0.44,-3.01,0.61,-1.38,-0.24,0.5,-0.01,-0.79,16622,,,5.3,23530,446823,-3.1,,-0.0115163147792706,0.0644554709903151,0.1660943223443223,0.11720362414261631,0.2580645161290322,-0.0677706140129955,-0.043824701195219,0.0019408783457592,,,0.0,0.057713493346408,0.46675351745700894,0.732182836390813,-0.0888429752066115,-0.0637031665116401,-0.1351351351351351,-0.1516511013170215,0.1111111111111111,0.0615174813359746,0.054882154882154865,0.31697501351842233,-0.1470588235294118,-0.3052902637438875,-0.043010752688172,-0.0225816416252693,,,,,-0.0423728813559322,-0.0355687762137358
13075,"Cook, GA",2007,,,0.1,0.26,-4.32,-0.14,-0.81,-0.19,-0.27,-0.15,0.04,-4.63,1.85,0.07,-4.45,,0.97,-0.86,0.35,0.02,-0.85,16848,,,5.7,24597,425733,-4.7,,-0.00023363310257571573,0.0629950865708224,0.3186813186813186,0.2932535969715057,0.26427462480593406,-0.023077178811845803,0.0375,0.126916838109375,,,0.0,0.0494427238303285,0.4071912454403336,0.6493430654401184,-0.0888429752066115,-0.0637031665116401,-0.09375,-0.0636720873000848,-0.12,-0.2819847954433554,-0.09478114478114477,-0.005651102381647788,0.1379310344827586,0.4024539284398387,0.1393258426966293,0.1459315757489589,,,,,0.2743362831858407,0.4023201283787183
13075,"Cook, GA",2008,-0.07,,0.06,0.45,-2.47,0.06,-0.42,0.17,-0.9,0.32,,-2.63,-0.81,-0.13,-4.73,0.3,1.52,-0.34,,0.07,-1.5500000000000005,17067,,,7.9,25203,401784,-5.6,,0.011049048574119168,0.061534702151329695,0.2416666666666667,0.2868017249662413,0.27048473348283586,0.021616256389303895,-0.0923694779116466,-0.0852701499436318,,,-0.0086206896551723,-0.0310220091451016,0.3476289734236583,0.5665032944894237,-0.0888429752066115,-0.0637031665116401,-0.07593368902439025,-0.0362034577106151,0.4772727272727273,0.5249290221684686,-0.2444444444444444,-0.3282772182817179,-0.0606060606060605,-0.1016996357820779,-0.0571992110453648,-0.0525588718511812,,,,,0.1458333333333332,0.1388356080189381
13075,"Cook, GA",2009,-0.08,-0.07,0.03,-0.76,4.29,0.18,-2.76,1.1,0.14,-0.05,0.08,4.79,-1.28,-0.3,-0.14,-1.01,-2.19,-0.47,0.36,-0.03,-0.09,17114,,,12.8,25876,401769,0.0,,0.02233173025081405,0.060074317731836996,-0.3355704697986577,-0.363148351956053,0.2766948421597377,0.06630969159045358,-0.2566371681415929,-0.1876307391590711,,,-0.0782608695652173,-0.0967202171459732,0.28806670140698293,0.48366352353872916,-0.0888429752066115,-0.0637031665116401,-0.0581173780487805,-0.008734828121145406,0.0615384615384615,0.1705883480536161,-0.17380952380952377,-0.27158412663659925,-0.2903225806451612,-0.3759662852932857,-0.1108786610878661,-0.046520862629344,,,,,0.018181818181818,0.0068709900166954
13075,"Cook, GA",2010,-0.21,-0.03,-0.09,-0.4,-3.41,1.07,-0.01,-1.21,-0.02,0.24,-0.09,-3.44,-1.12,-0.2,-2.72,-0.44,1.35,0.25,1.11,0.03,0.07,17184,8353.0,8831.0,11.5,26365,390764,-2.7,10.4,0.033614411927508935,0.058613933312344296,-0.303030303030303,-0.3301573723845205,0.2829049508366396,0.11100312679160329,0.1547619047619046,0.4655747610667535,,,-0.160377358490566,-0.1047776334926077,0.22850442939030757,0.40082375258803454,-0.0888429752066115,-0.0637031665116401,-0.04030106707317074,0.01873380146832429,0.1014492753623188,0.1237410386103099,-0.10317460317460314,-0.2148910349914806,-0.0909090909090909,-0.2049601634948562,0.0,0.0099069195162924,,,,,-0.2916666666666666,-0.3645396010571117
13075,"Cook, GA",2011,,,-0.01,-0.43,-3.0,-0.66,,0.74,0.17,0.23,0.01,-3.05,,-0.23,-6.97,-0.34,1.63,-0.22,-0.79,0.01,-0.17,17036,8286.0,8750.0,11.0,27314,364193,-6.8,9.9,0.04489709360420382,0.0571535488928516,-0.3913043478260869,-0.5635589232813494,0.2891150595135414,0.155696561992753,-0.0773195876288659,-0.1189595520134767,,,0.0337078651685394,0.0269689207710439,0.16894215737363227,0.3179839816373399,-0.0888429752066115,-0.0637031665116401,-0.022484756097560996,0.046202431057793994,0.1184210526315789,0.0791118354142543,-0.03253968253968251,-0.15819794334636192,-0.0999999999999999,-0.0869990980543744,-0.0423529411764705,-0.0235340578563005,,,,,-0.042016806722689,-0.0471685838615266
13075,"Cook, GA",2012,0.11,0.0,0.03,0.14,-4.32,0.0,-0.55,0.46,1.49,-0.86,0.16,-4.869999999999999,-1.91,-0.06,-10.75,0.27,-1.05,-0.06,0.14,-0.02,-0.03,16906,8168.0,8738.0,9.3,27746,330471,-9.3,11.9,0.0561797752808987,0.0556931644733589,0.2380952380952381,0.213877113619016,0.29532516819044324,0.20038999719390266,-0.0558659217877095,0.0554810722101719,,,-0.0217391304347825,-0.0014735276216955,0.10937988535695692,0.23514421068664526,-0.0888429752066115,-0.0637031665116401,-0.004668445121951248,0.0736710606472637,-0.1764705882352941,0.0477059935630528,0.038095238095238126,-0.10150485170124326,0.3888888888888888,0.3010281125631544,-0.0565110565110564,-0.0431572808713751,,,,,-0.0614035087719297,-0.106038307663272
